"","kraj","obmocje","populacija","lon","lat"
"769","Zalog pod Sv. Trojico","DOMZALE",105,14.6793271,46.1348771
"770","Bratislavci","DORNAVA",177,16.0171737,46.4757088
"771","Brezovci","DORNAVA",93,16.0022609,46.4504397
"772","Dornava","DORNAVA",1243,15.952954,46.4356499
"773","Lasigovci","DORNAVA",106,16.0215133,46.45303
"774","Mezgovci ob Pesnici","DORNAVA",464,15.9684835,46.4310502
"775","Polenci","DORNAVA",188,16.0151587,46.4598682
"776","Polensak","DORNAVA",180,16.0008249,46.4705647
"777","Prerad","DORNAVA",144,16.0150502,46.4407493
"778","Slomi","DORNAVA",88,15.9950899,46.4514927
"779","Strejaci","DORNAVA",64,15.9873303,46.4371735
"780","Strmec pri Polensaku","DORNAVA",65,15.9993847,46.4379548
"781","Zamenci","DORNAVA",70,15.9813044,46.4402621
"782","Bukovska vas","DRAVOGRAD",369,15.0501335,46.5490612
"783","Crnece","DRAVOGRAD",659,15.0009314,46.5865109
"784","Crneska Gora","DRAVOGRAD",51,14.9867962,46.5862085
"785","Dobrova pri Dravogradu","DRAVOGRAD",158,15.0140685,46.5771764
"786","Dravograd","DRAVOGRAD",3163,15.0246021,46.589219
"787","Gorce","DRAVOGRAD",136,14.9536444,46.6213438
"788","Goriski Vrh","DRAVOGRAD",236,15.0170832,46.6285711
"789","Kozji Vrh nad Dravogradom","DRAVOGRAD",87,15.0751629,46.61914
"790","Libelice","DRAVOGRAD",198,14.9477308,46.6201417
"791","Libeliska Gora","DRAVOGRAD",174,14.9496475,46.6113349
"792","Ojstrica","DRAVOGRAD",92,15.0357228,46.6191023
"793","Otiski Vrh","DRAVOGRAD",864,15.0298536,46.5758331
"794","Podklanc","DRAVOGRAD",151,15.0195286,46.5748414
"795","Selovec","DRAVOGRAD",477,15.0235884,46.5544952
"796","Sv. Bostjan","DRAVOGRAD",101,15.0545978,46.601512
"797","Sv. Danijel","DRAVOGRAD",485,15.0845749,46.589444
"798","Sv. Duh","DRAVOGRAD",106,15.054944,46.6126783
"799","Sentjanz pri Dravogradu","DRAVOGRAD",488,15.0373384,46.5630301
"800","Tolsti Vrh p. R. na K. - del","DRAVOGRAD",57,14.9994622,46.5726888
"801","Trbonje","DRAVOGRAD",231,15.1053891,46.6015773
"802","Tribej","DRAVOGRAD",106,14.9797984,46.5975456
"803","Velka","DRAVOGRAD",46,15.0812062,46.6055927
"804","Vic","DRAVOGRAD",277,14.9998798,46.6019039
"805","Vrata","DRAVOGRAD",108,15.101301,46.6088137
"806","Bukovje","DRAVOGRAD",65,15.0453522,46.5924075
"807","Ciglence","DUPLEK",327,15.778496,46.4977988
"808","Dvorjane","DUPLEK",684,15.7754464,46.4930321
"809","Jablance","DUPLEK",211,15.7743328,46.5419093
"810","Spodnja Korena","DUPLEK",384,15.7776924,46.5107905
